ID,Title,Automation Status,Automation Test Level,Created By,Created On,Estimate,Expected Result,Forecast,Preconditions,Priority,Section,Section Description,Status,Steps,Steps (Expected Result),Steps (Step),Test Case Category,Section Hierarchy
,,,,,,,,,,,,,,,"1. The order should be claimed and navigated to order confirmation screen.

2. Below mentioned details should be included in the order confirmation screen

   1. Order ID
   2. Order Status
   3. Number of items
   4. Item names
   5. Item quantity
   6. The images of the items saved in GC should be displayed. (If the  image is not available in GC, default image will be visible.)

3. Order status should be displayed as ""Pending"" on the top of the order confirmation screen

4. The order should be removed from the ""Unclaimed"" orders and added to the ""ongoing"" orders under ""My orders"" section.

5. The order count of the ""Unclaimed"" orders should be decreased by 1 and the order count of the ""Ongoing"" orders tab under ""My orders"" should be increased by 1.

6. Below mentioned details should be visible in the order under ""Ongoing"" orders.

   1. Order Id
   2. Source
   3. Status
   4. Cart icon

7. Order status should be displayed as ""Pending"" on the ""Ongoing"" orders section. 

8. Order status should be updated as ""OrderStarted"" on GrubOps 2.0","Click on the ""Claim"" button",,Picker App/Picking Grocery and Food Items/Food Orders/Dine In/Cancel/Picker App
,,,,,,,,,,,,,,,"1. A confirmation window should be displayed and saying ""Are you sure you want to cancel the order"".

2. The confirmation window should include the ""Cancel"" and ""Not Now"" buttons",Click on the order cancel button on the top of the order confirmation screen,,Picker App/Picking Grocery and Food Items/Food Orders/Dine In/Cancel/Picker App
,,,,,,,,,,,,,,,The order should not be cancelled and the confirmation window should be closed,"Click on the ""X"" icon on the confirmation window",,Picker App/Picking Grocery and Food Items/Food Orders/Dine In/Cancel/Picker App
422,Verify the notification and the absence of a canceled Dine In order before claiming in the Unclaimed or My Orders List,To Be Automated,"API, UI",1,2024-01-16 12:08:20.238640,,,,"Order SDK should be enabled for the kitchen
User has permission for picker standard functionality (Picker standard functionality permission is enabled in GC)
Picker app has been installed for the partner account in GrubCenter
User should have logged into the Picker app",Normal,Aggregator,,Active,,"1. The order should be visible under the ""Unclaimed"" orders.

2. The order count on the ""Unclaimed"" orders should be increased by 1

3. Below mentioned details should be included in the order under ""Unclaimed"" orders.

   1. Order Id
   2. Source
   3. Cutlery icon

4. The ""Claim"" button should be enabled",Create a Dine-In Food order from Talabat,Regression,Picker App/Picking Grocery and Food Items/Food Orders/Dine In/Cancel/Aggregator
,,,,,,,,,,,,,,,"1. The order should be cancelled 

2. The order should be disappeared from ""Unclaimed"" orders section and ""My Orders"" section

3. The order count on the ""Unclaimed"" orders should be decreased by 1",Cancel the order from Aggregator,,Picker App/Picking Grocery and Food Items/Food Orders/Dine In/Cancel/Aggregator
423,Verify the notification and availability of a canceled Dine In order after claiming but before completion in the My Orders List,To Be Automated,"API, UI",1,2024-01-16 12:08:20.251015,,,,"Order SDK should be enabled for the kitchen
User has permission for picker standard functionality (Picker standard functionality permission is enabled in GC)
Picker app has been installed for the partner account in GrubCenter
User should have logged into the Picker app",Normal,Aggregator,,Active,,"1. The order should be visible under the ""Unclaimed"" orders.

2. The order count on the ""Unclaimed"" orders should be increased by 1

3. Below mentioned details should be included in the order under ""Unclaimed"" orders.

   1. Order Id
   2. Source
   3. Cutlery icon

4. The ""Claim"" button should be enabled",Create a Dine-In Food order from Talabat,Regression,Picker App/Picking Grocery and Food Items/Food Orders/Dine In/Cancel/Aggregator
,,,,,,,,,,,,,,,"1. The order should be claimed and navigated to order confirmation screen.

2. Below mentioned details should be included in the order confirmation screen

   1. Order ID
   2. Order Status
   3. Number of items
   4. Item names
   5. Item quantity
   6. The images of the items saved in GC should be displayed. (If the  image is not available in GC, default image will be visible.)

3. Order status should be displayed as ""Pending"" on the top of the order confirmation screen

4. The order should be removed from the ""Unclaimed"" orders and added to the ""ongoing"" orders under ""My orders"" section.

5. The order count of the ""Unclaimed"" orders should be decreased by 1 and the order count of the ""Ongoing"" orders tab under ""My orders"" should be increased by 1.

6. Below mentioned details should be visible in the order under ""Ongoing"" orders.

   1. Order Id
   2. Source
   3. Status
   4. Cutlery icon

7. Order status should be displayed as ""Pending"" on the ""Ongoing"" orders section. 

8. Order status should be updated as ""OrderStarted"" on GrubOps 2.0","Click on the ""Claim"" button",,Picker App/Picking Grocery and Food Items/Food Orders/Dine In/Cancel/Aggregator
,,,,,,,,,,,,,,,"1. The order should be cancelled and should be displayed a cancelation message that saying ""Order {order_Id} has been cancelled"".

2. The order should be moved from ""Unclaimed"" orders section to ""Completed"" orders tab under ""My orders"" section.

3. Below mentioned details should be visible in the order under ""Completed"" orders.

   1. Order Id
   2. Source
   3. Status
   4. Cutlery icon

4. Order status should be displayed as ""Cancelled"" on the ""Completed"" orders tab.

5. Order status should be displayed as ""Cancelled"" on the top of the order confirmation screen.

6. The order count of the ""Ongoing"" orders tab under ""My orders"" should be decreased by 1.

7. Order status should be updated as ""OrderCancelled"" in GrubOps 2.0.",Cancel the order from Aggregator,,Picker App/Picking Grocery and Food Items/Food Orders/Dine In/Cancel/Aggregator
,,,,,,,,,,,,,,,The message window should be closed.,"Click on ""Okay"" button on the message window",,Picker App/Picking Grocery and Food Items/Food Orders/Dine In/Cancel/Aggregator
424,Verify the notification and availability of a canceled Dine In order after completion in the My Orders List,To Be Automated,"API, UI",1,2024-01-16 12:08:20.269379,,,,"Order SDK should be enabled for the kitchen
User has permission for picker standard functionality (Picker standard functionality permission is enabled in GC)
Picker app has been installed for the partner account in GrubCenter
User should have logged into the Picker app",Normal,Aggregator,,Active,,"1. The order should be visible under the ""Unclaimed"" orders.

2. The order count on the ""Unclaimed"" orders should be increased by 1

3. Below mentioned details should be included in the order under ""Unclaimed"" orders.

   1. Order Id
   2. Source
   3. Cutlery icon

4. The ""Claim"" button should be enabled",Create a Dine-In Food order from Talabat,Regression,Picker App/Picking Grocery and Food Items/Food Orders/Dine In/Cancel/Aggregator
,,,,,,,,,,,,,,,"1. The order should be claimed and navigated to order confirmation screen.

2. Below mentioned details should be included in the order confirmation screen

   1. Order ID
   2. Order Status
   3. Number of items
   4. Item names
   5. Item quantity
   6. The images of the items saved in GC should be displayed. (If the  image is not available in GC, default image will be visible.)

3. Order status should be displayed as ""Pending"" on the top of the order confirmation screen

4. The order should be removed from the ""Unclaimed"" orders and added to the ""ongoing"" orders under ""My orders"" section.

5. The order count of the ""Unclaimed"" orders should be decreased by 1 and the order count of the ""Ongoing"" orders tab under ""My orders"" should be increased by 1.

6. Below mentioned details should be visible in the order under ""Ongoing"" orders.

   1. Order Id
   2. Source
   3. Status
   4. Cutlery icon

7. Order status should be displayed as ""Pending"" on the ""Ongoing"" orders tab. 

8. Order status should be updated as ""OrderStarted"" on GrubOps 2.0","Click on the ""Claim"" button",,Picker App/Picking Grocery and Food Items/Food Orders/Dine In/Cancel/Aggregator
,,,,,,,,,,,,,,,"1. A confirmation window should be displayed and saying ""Are you sure you want to confirm the order"".

2. The confirmation window should include the ""Confirm"" and ""Not Now"" buttons","Click on the ""Confirm"" button on order confirmation screen",,Picker App/Picking Grocery and Food Items/Food Orders/Dine In/Cancel/Aggregator
,,,,,,,,,,,,,,,"1. The order should be completed and displayed a success message that saying ""Order completed"".

2. The order should be moved from ""ongoing"" orders to ""Completed"" orders under ""My orders"" section.

3. Below mentioned details should be visible in the order under ""Completed"" orders.

   1. Order Id
   2. Source
   3. Status
   4. Cutlery icon

4. Order status should be displayed as ""Completed"" on the ""Completed"" orders tab.

5. Order status should be displayed as ""Completed"" on the top of the order confirmation screen

6. The order count of the ""Ongoing"" orders tab under ""My orders"" should be decreased by 1.

7. Order status should be updated as ""OrderCompleted"" in GrubOps 2.0.(OrderPrepared, OrderReadyToDispatch and OrderDispatch statuses should be updated automatically before OrderCompleted)","Click on ""Confirm"" button on the confirmation window",,Picker App/Picking Grocery and Food Items/Food Orders/Dine In/Cancel/Aggregator
,,,,,,,,,,,,,,,"1. The order should be cancelled and should be displayed a cancelation message that saying ""Order {order_Id} has been cancelled"".

2. Order status should be updated from ""Completed"" to ""Cancelled"" on the ""Completed"" orders tab.

3. Below mentioned details should be visible in the order under ""Completed"" orders.

   1. Order Id
   2. Source
   3. Status
   4. Cutlery icon

4. Order status should be displayed as ""Cancelled"" on the top of the order confirmation screen.

5. Order status should be updated as ""OrderCancelled"" in GrubOps 2.0.",Cancel the order from Aggregator,,Picker App/Picking Grocery and Food Items/Food Orders/Dine In/Cancel/Aggregator
,,,,,,,,,,,,,,,The message window should be closed.,"Click on ""Okay"" button on the message window",,Picker App/Picking Grocery and Food Items/Food Orders/Dine In/Cancel/Aggregator
425,"Verify the notification and unavailability of a forcefully cancelled Dine In order before claiming, under the Unclaimed or My Orders List",To Be Automated,"API, UI",1,2024-01-16 12:08:20.297918,,,,"Order SDK should be enabled for the kitchen
User has permission for picker standard functionality (Picker standard functionality permission is enabled in GC)
Picker app has been installed for the partner account in GrubCenter
User should have logged into the Picker app",Normal,GrubOps 2.0,,Active,,"1. The order should be visible under the ""Unclaimed"" orders.

2. The order count on the ""Unclaimed"" orders should be increased by 1

3. Below mentioned details should be included in the order under ""Unclaimed"" orders.

   1. Order Id
   2. Source
   3. Cutlery icon

4. The ""Claim"" button should be enabled",Create a Dine-In Food order from Talabat,Regression,Picker App/Picking Grocery and Food Items/Food Orders/Dine In/Cancel/GrubOps 2.0
,,,,,,,,,,,,,,,"1. The order should be cancelled

2. The order should be disappeared from ""Unclaimed"" orders section and ""My Orders"" section

3. The order count on the ""Unclaimed"" orders should be decreased by 1",Force cancel the order from GrubOps 2.0,,Picker App/Picking Grocery and Food Items/Food Orders/Dine In/Cancel/GrubOps 2.0
426,Verify the notification and availability of a forcefully canceled Dine In order post-claiming but before completion under the My Orders List,To Be Automated,"API, UI",1,2024-01-16 12:08:20.310511,,,,"Order SDK should be enabled for the kitchen
User has permission for picker standard functionality (Picker standard functionality permission is enabled in GC)
Picker app has been installed for the partner account in GrubCenter
User should have logged into the Picker app",Normal,GrubOps 2.0,,Active,,"1. The order should be visible under the ""Unclaimed"" orders.

2. The order count on the ""Unclaimed"" orders should be increased by 1

3. Below mentioned details should be included in the order under ""Unclaimed"" orders.

   1. Order Id
   2. Source
   3. Cutlery icon

4. The ""Claim"" button should be enabled",Create a Dine-In Food order from Talabat,Regression,Picker App/Picking Grocery and Food Items/Food Orders/Dine In/Cancel/GrubOps 2.0
,,,,,,,,,,,,,,,"1. The order should be claimed and navigated to order confirmation screen.

2. Below mentioned details should be included in the order confirmation screen

   1. Order ID
   2. Order Status
   3. Number of items
   4. Item names
   5. Item quantity
   6. The images of the items saved in GC should be displayed. (If the  image is not available in GC, default image will be visible.)

3. Order status should be displayed as ""Pending"" on the top of the order confirmation screen

4. The order should be removed from the ""Unclaimed"" orders and added to the ""ongoing"" orders under ""My orders"" section.

5. The order count of the ""Unclaimed"" orders should be decreased by 1 and the order count of the ""Ongoing"" orders tab under ""My orders"" should be increased by 1.

6. Below mentioned details should be visible in the order under ""Ongoing"" orders.

   1. Order Id
   2. Source
   3. Status
   4. Cutlery icon

7. Order status should be displayed as ""Pending"" on the ""Ongoing"" orders section. 

8. Order status should be updated as ""OrderStarted"" on GrubOps 2.0","Click on the ""Claim"" button",,Picker App/Picking Grocery and Food Items/Food Orders/Dine In/Cancel/GrubOps 2.0
,,,,,,,,,,,,,,,"1. The order should be cancelled and should be displayed a cancelation message that saying ""Order {order_Id} has been cancelled"".

2. The order should be moved from ""Unclaimed"" orders section to ""Completed"" orders tab under ""My orders"" section.

3. Below mentioned details should be visible in the order under ""Completed"" orders.

   1. Order Id
   2. Source
   3. Status
   4. Cutlery icon

4. Order status should be displayed as ""Cancelled"" on the ""Completed"" orders tab.

5. Order status should be displayed as ""Cancelled"" on the top of the order confirmation screen.

6. The order count of the ""Ongoing"" orders tab under ""My orders"" should be decreased by 1.

7. Order status should be updated as ""OrderCancelled"" in GrubOps 2.0.",Force cancel the order from GrubOps 2.0,,Picker App/Picking Grocery and Food Items/Food Orders/Dine In/Cancel/GrubOps 2.0
,,,,,,,,,,,,,,,The message window should be closed.,"Click on ""Okay"" button on the message window",,Picker App/Picking Grocery and Food Items/Food Orders/Dine In/Cancel/GrubOps 2.0
427,Verify the ability to print the Dine In order,Not Automatable,None,1,2024-01-16 12:08:20.328838,,,,"Order SDK should be enabled for the kitchen
User has permission for picker standard functionality (Picker standard functionality permission is enabled in GC)
Picker app has been installed for the partner account in GrubCenter
Arabic translations should be added to the menu items from GrubCenter
User should have logged into the Picker app",Normal,Printed Receipt,,Active,,"1. The order should be visible under the ""Unclaimed"" orders.

2. The order count on the ""Unclaimed"" orders should be increased by 1

3. Below mentioned details should be included in the order under ""Unclaimed"" orders.

   1. Order Id
   2. Source
   3. Cutlery icon

4. The ""Claim"" button should be enabled","Create a Dine-In Food order with multiple items, modifiers, item level comments and order level comments from Talabat",Smoke,Picker App/Picking Grocery and Food Items/Food Orders/Dine In/Printed Receipt
,,,,,,,,,,,,,,,"1. The order should be claimed and navigated to order confirmation screen.

2. Below mentioned details should be included in the order confirmation screen

   1. Order ID
   2. Order Status
   3. Number of items
   4. Item names
   5. Item quantity
   6. Modifiers
   7. Modifier quantity
   8. The images of the items saved in GC should be displayed. (If the  image is not available in GC, default image will be visible.)
   9. Item level comments
   10. Order level comments

3. Order status should be displayed as ""Pending"" on the top of the order confirmation screen

4. The order should be removed from the ""Unclaimed"" orders and added to the ""ongoing"" orders under ""My orders"" section.

5. The order count of the ""Unclaimed"" orders should be decreased by 1 and the order count of the ""Ongoing"" orders tab under ""My orders"" should be increased by 1.

6. Below mentioned details should be visible in the order under ""Ongoing"" orders.

   1. Order Id
   2. Source
   3. Status
   4. Cutlery icon

7. Order status should be displayed as ""Pending"" on the ""Ongoing"" orders tab. 

8. Order status should be updated as ""OrderStarted"" on GrubOps 2.0","Click on the ""Claim"" button",,Picker App/Picking Grocery and Food Items/Food Orders/Dine In/Printed Receipt
,,,,,,,,,,,,,,,"Should be able to get the printout from the device printer and should be visible below mentioned details including all the items in the order

   1. Source (FA Name)
   2. Order ID (Order External ID)
   3. Time (Order Created Date and Device Time)
   4. Picked by (Claimed User Name)
   5. Claimed At (Claimed Date and Device Time)
   6. Item Name, Qty And Item Price
   7. Modifier Name and Qty
   8. Menu Item Level comments
   9. Order Level comments
   10. Arabic Translations of the items and modifiers",Click on the print icon on the order confirmation screen,,Picker App/Picking Grocery and Food Items/Food Orders/Dine In/Printed Receipt
428,Verify the ability to print the same Dine In order multiple times,Not Automatable,None,1,2024-01-16 12:08:20.344160,,,,"Order SDK should be enabled for the kitchen
User has permission for picker standard functionality (Picker standard functionality permission is enabled in GC)
Picker app has been installed for the partner account in GrubCenter
Arabic translations should be added to the menu items from GrubCenter
User should have logged into the Picker app",Normal,Printed Receipt,,Active,,"1. The order should be visible under the ""Unclaimed"" orders.

2. The order count on the ""Unclaimed"" orders should be increased by 1

3. Below mentioned details should be included in the order under ""Unclaimed"" orders.

   1. Order Id
   2. Source
   3. Cutlery icon

4. The ""Claim"" button should be enabled","Create a Dine-In Food order with multiple items, item level comments and order level comments from Talabat",Regression,Picker App/Picking Grocery and Food Items/Food Orders/Dine In/Printed Receipt
,,,,,,,,,,,,,,,"1. The order should be claimed and navigated to order confirmation screen.

2. Below mentioned details should be included in the order confirmation screen

   1. Order ID
   2. Order Status
   3. Number of items
   4. Item names
   5. Item quantity
   6. The images of the items saved in GC should be displayed. (If the  image is not available in GC, default image will be visible.)
   7. Item level comments
   8. Order level comments

3. Order status should be displayed as ""Pending"" on the top of the order confirmation screen

4. The order should be removed from the ""Unclaimed"" orders and added to the ""ongoing"" orders under ""My orders"" section.

5. The order count of the ""Unclaimed"" orders should be decreased by 1 and the order count of the ""Ongoing"" orders tab under ""My orders"" should be increased by 1.

6. Below mentioned details should be visible in the order under ""Ongoing"" orders.

   1. Order Id
   2. Source
   3. Status
   4. Cutlery icon   

7. Order status should be displayed as ""Pending"" on the ""Ongoing"" orders tab. 

8. Order status should be updated as ""OrderStarted"" on GrubOps 2.0","Click on the ""Claim"" button",,Picker App/Picking Grocery and Food Items/Food Orders/Dine In/Printed Receipt
,,,,,,,,,,,,,,,"Should be able to get the printout from the device printer and should be visible below mentioned details including all the items in the order

   1. Source (FA Name)
   2. Order ID (Order External ID)
   3. Time (Order Created Date and Device Time)
   4. Picked by (Claimed User Name)
   5. Claimed At (Claimed Date and Device Time)
   6. Item Name, Qty And Item Price
   7. Menu Item Level comments
   8. Order Level comments
   9. Arabic Translations of the items",Click on the print icon on the order confirmation screen (attempt 1),,Picker App/Picking Grocery and Food Items/Food Orders/Dine In/Printed Receipt
,,,,,,,,,,,,,,,"Should be able to get the printout from the device printer again and should be visible below mentioned details including all the items in the order

   1. Source (FA Name)
   2. Order ID (Order External ID)
   3. Time (Order Created Date and Device Time)
   4. Picked by (Claimed User Name)
   5. Claimed At (Claimed Date and Device Time)
   6. Item Name, Qty And Item Price
   7. Menu Item Level comments
   8. Order Level comments
   9. Arabic Translations of the items",Again click on the print icon on the order confirmation screen (attempt 2),,Picker App/Picking Grocery and Food Items/Food Orders/Dine In/Printed Receipt
,,,,,,,,,,,,,,,"Should be able to get the printout from the device printer again and should be visible below mentioned details including all the items in the order

   1. Source (FA Name)
   2. Order ID (Order External ID)
   3. Time (Order Created Date and Device Time)
   4. Picked by (Claimed User Name)
   5. Claimed At (Claimed Date and Device Time)
   6. Item Name, Qty And Item Price
   7. Menu Item Level comments
   8. Order Level comments
   9. Arabic Translations of the items","Again, click on the print icon on the order confirmation screen (attempt 3)",,Picker App/Picking Grocery and Food Items/Food Orders/Dine In/Printed Receipt
429,Verify printed receipt contents of the Dine In order with different data combinations,Not Automatable,None,1,2024-01-16 12:08:20.365595,,,,"Order SDK should be enabled for the kitchen
User has permission for picker standard functionality (Picker standard functionality permission is enabled in GC)
Picker app has been installed for the partner account in GrubCenter
Arabic translations should be added to the menu items from GrubCenter
User should have logged into the Picker app",Normal,Printed Receipt,,Active,,"1. The order should be visible under the ""Unclaimed"" orders.

2. The order count on the ""Unclaimed"" orders should be increased by 1

3. Below mentioned details should be included in the order under ""Unclaimed"" orders.

   1. Order Id
   2. Source
   3. Cutlery icon

4. The ""Claim"" button should be enabled","Create a Dine-In Food order with single item, 1 quantity for each item, item level comment and order level comment from Talabat",Regression,Picker App/Picking Grocery and Food Items/Food Orders/Dine In/Printed Receipt
,,,,,,,,,,,,,,,"1. The order should be claimed and navigated to order confirmation screen.

2. Below mentioned details should be included in the order confirmation screen

   1. Order ID
   2. Order Status
   3. Number of items
   4. Item name
   5. Item quantity
   6. The image of the item saved in GC should be displayed. (If the  image is not available in GC, default image will be visible.)
   7. Item level comments
   8. Order level comments

3. Order status should be displayed as ""Pending"" on the top of the order confirmation screen

4. The order should be removed from the ""Unclaimed"" orders and added to the ""ongoing"" orders under ""My orders"" section.

5. The order count of the ""Unclaimed"" orders should be decreased by 1 and the order count of the ""Ongoing"" orders tab under ""My orders"" should be increased by 1.

6. Below mentioned details should be visible in the order under ""Ongoing"" orders.

   1. Order Id
   2. Source
   3. Status
   4. Cutlery icon

7. Order status should be displayed as ""Pending"" on the ""Ongoing"" orders tab. 

8. Order status should be updated as ""OrderStarted"" on GrubOps 2.0","Click on the ""Claim"" button",,Picker App/Picking Grocery and Food Items/Food Orders/Dine In/Printed Receipt
,,,,,,,,,,,,,,,"Should be able to get the printout from the device printer and should be visible below mentioned details including all the items in the order

   1. Source (FA Name)
   2. Order ID (Order External ID)
   3. Time (Order Created Date and Device Time)
   4. Picked by (Claimed User Name)
   5. Claimed At (Claimed Date and Device Time)
   6. Item Name, Qty And Item Price
   7. Menu Item Level comments
   8. Order Level comments
   9. Arabic Translations of the items",Click on the print icon on the order confirmation screen,,Picker App/Picking Grocery and Food Items/Food Orders/Dine In/Printed Receipt
,,,,,,,,,,,,,,,"Should navigate to the ""Unclaimed orders"" section","Click on the ""Unclaimed orders"" button",,Picker App/Picking Grocery and Food Items/Food Orders/Dine In/Printed Receipt
,,,,,,,,,,,,,,,"1. The order should be visible under the ""Unclaimed"" orders.

2. The order count on the ""Unclaimed"" orders should be increased by 1

3. Below mentioned details should be included in the order under ""Unclaimed"" orders.

   1. Order Id
   2. Source
   3. Cutlery icon

4. The ""Claim"" button should be enabled","Create a Dine-In Food order with single item, multiple quantity for each item, item level comment and order level comment from Talabat",,Picker App/Picking Grocery and Food Items/Food Orders/Dine In/Printed Receipt
,,,,,,,,,,,,,,,"1. The order should be claimed and navigated to order confirmation screen.

2. Below mentioned details should be included in the order confirmation screen

   1. Order ID
   2. Order Status
   3. Number of items
   4. Item name
   5. Item quantity
   6. The image of the item saved in GC should be displayed. (If the  image is not available in GC, default image will be visible.)
   7. Item level comments
   8. Order level comments

3. Order status should be displayed as ""Pending"" on the top of the order confirmation screen

4. The order should be removed from the ""Unclaimed"" orders and added to the ""ongoing"" orders under ""My orders"" section.

5. The order count of the ""Unclaimed"" orders should be decreased by 1 and the order count of the ""Ongoing"" orders tab under ""My orders"" should be increased by 1.

6. Below mentioned details should be visible in the order under ""Ongoing"" orders.

   1. Order Id
   2. Source
   3. Status
   4. Cutlery icon   

7. Order status should be displayed as ""Pending"" on the ""Ongoing"" orders tab. 

8. Order status should be updated as ""OrderStarted"" on GrubOps 2.0","Click on the ""Claim"" button",,Picker App/Picking Grocery and Food Items/Food Orders/Dine In/Printed Receipt
,,,,,,,,,,,,,,,"Should be able to get the printout from the device printer and should be visible below mentioned details including all the items in the order

   1. Source (FA Name)
   2. Order ID (Order External ID)
   3. Time (Order Created Date and Device Time)
   4. Picked by (Claimed User Name)
   5. Claimed At (Claimed Date and Device Time)
   6. Item Name, Qty And Item Price
   7. Menu Item Level comments
   8. Order Level comments
   9. Arabic Translations of the items",Click on the print icon on the order confirmation screen,,Picker App/Picking Grocery and Food Items/Food Orders/Dine In/Printed Receipt
,,,,,,,,,,,,,,,"Should navigate to the ""Unclaimed orders"" section","Click on the ""Unclaimed orders"" button",,Picker App/Picking Grocery and Food Items/Food Orders/Dine In/Printed Receipt
,,,,,,,,,,,,,,,"1. The order should be visible under the ""Unclaimed"" orders.

2. The order count on the ""Unclaimed"" orders should be increased by 1

3. Below mentioned details should be included in the order under ""Unclaimed"" orders.

   1. Order Id
   2. Source
   3. Cutlery icon

4. The ""Claim"" button should be enabled","Create a Dine-In Food order order with multiple item, 1 quantity for each item, item level comment and order level comment from Talabat",,Picker App/Picking Grocery and Food Items/Food Orders/Dine In/Printed Receipt
,,,,,,,,,,,,,,,"1. The order should be claimed and navigated to order confirmation screen.

2. Below mentioned details should be included in the order confirmation screen

   1. Order ID
   2. Order Status
   3. Number of items
   4. Item name
   5. Item quantity
   6. The image of the item saved in GC should be displayed. (If the  image is not available in GC, default image will be visible.)
   7. Item level comments
   8. Order level comments

3. Order status should be displayed as ""Pending"" on the top of the order confirmation screen

4. The order should be removed from the ""Unclaimed"" orders and added to the ""ongoing"" orders under ""My orders"" section.

5. The order count of the ""Unclaimed"" orders should be decreased by 1 and the order count of the ""Ongoing"" orders tab under ""My orders"" should be increased by 1.

6. Below mentioned details should be visible in the order under ""Ongoing"" orders.

   1. Order Id
   2. Source
   3. Status
   4. Cutlery icon   

7. Order status should be displayed as ""Pending"" on the ""Ongoing"" orders tab. 

8. Order status should be updated as ""OrderStarted"" on GrubOps 2.0","Click on the ""Claim"" button",,Picker App/Picking Grocery and Food Items/Food Orders/Dine In/Printed Receipt
,,,,,,,,,,,,,,,"Should be able to get the printout from the device printer and should be visible below mentioned details including all the items in the order

   1. Source (FA Name)
   2. Order ID (Order External ID)
   3. Time (Order Created Date and Device Time)
   4. Picked by (Claimed User Name)
   5. Claimed At (Claimed Date and Device Time)
   6. Item Name, Qty And Item Price
   7. Menu Item Level comments
   8. Order Level comments
   9. Arabic Translations of the items",Click on the print icon on the order confirmation screen,,Picker App/Picking Grocery and Food Items/Food Orders/Dine In/Printed Receipt
,,,,,,,,,,,,,,,"Should navigate to the ""Unclaimed orders"" section","Click on the ""Unclaimed orders"" button",,Picker App/Picking Grocery and Food Items/Food Orders/Dine In/Printed Receipt
,,,,,,,,,,,,,,,"1. The order should be visible under the ""Unclaimed"" orders.

2. The order count on the ""Unclaimed"" orders should be increased by 1

3. Below mentioned details should be included in the order under ""Unclaimed"" orders.

   1. Order Id
   2. Source
   3. Cutlery icon

4. The ""Claim"" button should be enabled","Create a Dine-In Food order with  multiple item, multiple quantity for each item, item level comment and order level comment from Talabat",,Picker App/Picking Grocery and Food Items/Food Orders/Dine In/Printed Receipt
,,,,,,,,,,,,,,,"1. The order should be claimed and navigated to order confirmation screen.

2. Below mentioned details should be included in the order confirmation screen

   1. Order ID
   2. Order Status
   3. Number of items
   4. Item name
   5. Item quantity
   6. The image of the item saved in GC should be displayed. (If the  image is not available in GC, default image will be visible.)
   7. Item level comments
   8. Order level comments

3. Order status should be displayed as ""Pending"" on the top of the order confirmation screen

4. The order should be removed from the ""Unclaimed"" orders and added to the ""ongoing"" orders under ""My orders"" section.

5. The order count of the ""Unclaimed"" orders should be decreased by 1 and the order count of the ""Ongoing"" orders tab under ""My orders"" should be increased by 1.

6. Below mentioned details should be visible in the order under ""Ongoing"" orders.

   1. Order Id
   2. Source
   3. Status
   4. Cutlery icon

7. Order status should be displayed as ""Pending"" on the ""Ongoing"" orders tab. 

8. Order status should be updated as ""OrderStarted"" on GrubOps 2.0","Click on the ""Claim"" button",,Picker App/Picking Grocery and Food Items/Food Orders/Dine In/Printed Receipt
,,,,,,,,,,,,,,,"Should be able to get the printout from the device printer and should be visible below mentioned details including all the items in the order

   1. Source (FA Name)
   2. Order ID (Order External ID)
   3. Time (Order Created Date and Device Time)
   4. Picked by (Claimed User Name)
   5. Claimed At (Claimed Date and Device Time)
   6. Item Name, Qty And Item Price
   7. Menu Item Level comments
   8. Order Level comments
   9. Arabic Translations of the items",Click on the print icon on the order confirmation screen,,Picker App/Picking Grocery and Food Items/Food Orders/Dine In/Printed Receipt
430,Verify the ability to open the QR code for scanning after claiming a Dine In order,Not Automatable,None,1,2024-01-16 12:08:20.416503,,,,"Order SDK should be enabled for the kitchen
User has permission for picker standard functionality (Picker standard functionality permission is enabled in GC)
Picker app has been installed for the partner account in GrubCenter
User should have logged into the Picker app",Normal,QR Code,,Active,,"1. The order should be visible under the ""Unclaimed"" orders.

2. The order count on the ""Unclaimed"" orders should be increased by 1

3. Below mentioned details should be included in the order under ""Unclaimed"" orders.

   1. Order Id
   2. Source
   4. Cutlery icon


4. The ""Claim"" button should be enabled",Create a Dine-In Food order from Talabat,Smoke,Picker App/Picking Grocery and Food Items/Food Orders/Dine In/QR Code
,,,,,,,,,,,,,,,"1. The order should be claimed and navigated to order confirmation screen.

2. Below mentioned details should be included in the order confirmation screen

   1. Order ID
   2. Order Status
   3. Number of items
   4. Item names
   5. Item quantity
   6. The images of the items saved in GC should be displayed. (If the  image is not available in GC, default image will be visible.)

3. Order status should be displayed as ""Pending"" on the top of the order confirmation screen

4. The order should be removed from the ""Unclaimed"" orders and added to the ""ongoing"" orders under ""My orders"" section.

5. The order count of the ""Unclaimed"" orders should be decreased by 1 and the order count of the ""Ongoing"" orders tab under ""My orders"" should be increased by 1.

6. Below mentioned details should be visible in the order under ""Ongoing"" orders.

   1. Order Id
   2. Source
   3. Status
   4. Cutlery icon

7. Order status should be displayed as ""Pending"" on the ""Ongoing"" orders tab. 

8. Order status should be updated as ""OrderStarted"" on GrubOps 2.0","Click on the ""Claim"" button",,Picker App/Picking Grocery and Food Items/Food Orders/Dine In/QR Code
,,,,,,,,,,,,,,,"1. Should be able open the QR code window for scanning

2. The order number (external id) should be embedded in the QR code

3. Should be able to see the order number under the QR code",Click on the QR code icon on the order confirmation screen,,Picker App/Picking Grocery and Food Items/Food Orders/Dine In/QR Code
